transaction_id,payment_model,payment_model_bg,amount,is_cross_border,has_currency_conversion,cost,latency,is_failed,risk_probability,expected_loss,status
1412,card_payment,Картово плащане,13.6,False,False,0.3448,3.1837,False,0.0347,0.2124,success
1413,card_payment,Картово плащане,51.46,False,False,1.0263,3.6194,False,0.03336,0.7725,success
1414,open_banking,Open Banking плащане,27.29,False,False,0.3165,4.771,False,0.03207,0.3326,success
1415,card_payment,Картово плащане,50.12,False,False,1.0022,3.3691,False,0.03048,0.6874,success
1416,card_payment,Картово плащане,28.31,False,False,0.6096,3.1775,False,0.04187,0.5334,success
1417,open_banking,Open Banking плащане,69.76,False,False,0.5288,4.8503,False,0.02942,0.7799,success
1418,e_wallet,Електронен портфейл,16.26,False,False,0.3476,2.4842,False,0.0227,0.1476,success
1419,open_banking,Open Banking плащане,122.09,False,False,0.7905,4.3566,False,0.02488,1.1543,success
1420,e_wallet,Електронен портфейл,114.63,False,False,1.7248,2.4656,False,0.02361,1.0826,success
1421,card_payment,Картово плащане,97.23,False,False,1.8501,2.708,False,0.03818,1.6705,success
1422,instant_payment,Незабавно плащане,26.23,False,False,0.3574,1.9434,False,0.02307,0.2118,success
1423,e_wallet,Електронен портфейл,11.67,True,False,0.4634,2.9299,False,0.0388,0.1811,success
1424,e_wallet,Електронен портфейл,37.26,False,False,0.6416,2.3293,False,0.02879,0.4291,success
1425,instant_payment,Незабавно плащане,7.34,False,False,0.244,2.0992,False,0.02152,0.0553,success
1426,bank_transfer,Банков превод,27.13,False,False,0.5314,10.1789,False,0.01892,0.1797,success
1427,bank_transfer,Банков превод,66.43,True,False,0.9993,9.5809,False,0.03092,0.7189,success
1428,bank_transfer,Банков превод,55.43,False,False,0.6163,11.4523,False,0.01397,0.271,success
1429,e_wallet,Електронен портфейл,46.86,True,False,0.956,2.3813,True,0.04103,0.7691,failed
1430,card_payment,Картово плащане,13.35,False,False,0.3403,3.5438,False,0.0371,0.2229,success
1431,card_payment,Картово плащане,22.51,False,False,0.5052,2.6027,False,0.03668,0.3716,success
1432,e_wallet,Електронен портфейл,49.03,True,False,0.9864,2.6269,False,0.03746,0.7347,success
1433,bank_transfer,Банков превод,16.17,False,False,0.4985,10.8265,False,0.01101,0.0623,success
1434,open_banking,Open Banking плащане,37.19,False,False,0.3659,4.4328,False,0.03002,0.4242,success
1435,card_payment,Картово плащане,59.58,False,False,1.1724,3.1478,False,0.0405,1.0858,success
1436,card_payment,Картово плащане,20.28,False,False,0.465,3.0454,False,0.02682,0.2448,success
1437,instant_payment,Незабавно плащане,17.62,False,False,0.3057,1.9483,False,0.02009,0.1239,success
1438,e_wallet,Електронен портфейл,36.23,False,False,0.6272,2.923,False,0.02261,0.3277,success
1439,card_payment,Картово плащане,165.93,False,False,3.0867,2.9491,False,0.04501,3.3608,success
1440,card_payment,Картово плащане,13.59,False,False,0.3446,3.3977,False,0.03541,0.2165,success
1441,open_banking,Open Banking плащане,142.68,False,False,0.8934,4.4928,False,0.036,1.9519,success
1442,card_payment,Картово плащане,25.06,False,False,0.5511,2.9882,False,0.0317,0.3575,success
1443,instant_payment,Незабавно плащане,52.66,False,False,0.516,1.6313,False,0.02477,0.4565,success
1444,card_payment,Картово плащане,14.58,False,False,0.3624,2.8741,False,0.03922,0.2573,success
1445,card_payment,Картово плащане,23.85,True,False,0.7293,2.9324,False,0.05048,0.5418,success
1446,bank_transfer,Банков превод,12.0,False,False,0.486,10.6129,False,0.01982,0.0832,success
1447,e_wallet,Електронен портфейл,67.96,False,False,1.0714,2.8964,False,0.03381,0.9191,success
1448,card_payment,Картово плащане,53.21,False,False,1.0578,3.4547,False,0.0365,0.874,success
1449,card_payment,Картово плащане,23.92,False,False,0.5306,2.8839,False,0.03417,0.3678,success
1450,card_payment,Картово плащане,17.64,False,False,0.4175,3.2524,False,0.03172,0.2518,success
1451,e_wallet,Електронен портфейл,108.05,False,False,1.6327,2.7152,False,0.02615,1.1302,success
1452,card_payment,Картово плащане,24.38,False,False,0.5388,2.9876,False,0.03466,0.3803,success
1453,bank_transfer,Банков превод,174.45,False,False,0.9733,11.781,False,0.01945,1.1876,success
1454,bank_transfer,Банков превод,32.85,False,False,0.5485,10.6298,False,0.01688,0.1941,success
1455,bank_transfer,Банков превод,26.12,False,False,0.5284,8.8027,False,0.01122,0.1026,success
1456,instant_payment,Незабавно плащане,27.95,False,False,0.3677,2.3226,False,0.029,0.2837,success
1457,bank_transfer,Банков превод,8.61,False,False,0.4758,10.6225,False,0.01755,0.0529,success
1458,card_payment,Картово плащане,66.38,False,False,1.2948,3.885,False,0.03746,1.119,success
1459,open_banking,Open Banking плащане,22.96,False,False,0.2948,3.9282,False,0.02991,0.261,success
1460,e_wallet,Електронен портфейл,26.56,False,False,0.4918,2.4602,False,0.02565,0.2725,success
1461,bank_transfer,Банков превод,43.75,False,False,0.5813,11.8473,True,0.00901,0.138,failed
1462,card_payment,Картово плащане,37.33,False,False,0.7719,3.2169,False,0.03693,0.6204,success
1463,bank_transfer,Банков превод,27.8,False,False,0.5334,12.2946,False,0.01228,0.1195,success
1464,e_wallet,Електронен портфейл,34.81,True,True,1.3095,2.4592,False,0.05031,0.7005,success
1465,card_payment,Картово плащане,15.12,True,False,0.5722,2.4678,False,0.04732,0.322,success
1466,card_payment,Картово плащане,5.0,False,False,0.19,3.2293,False,0.03341,0.0752,success
1467,instant_payment,Незабавно плащане,108.58,False,False,0.8515,2.6122,False,0.01862,0.7076,success
1468,card_payment,Картово плащане,30.88,False,False,0.6558,2.624,False,0.03772,0.5242,success
1469,e_wallet,Електронен портфейл,13.88,False,False,0.3143,2.228,False,0.0257,0.1427,success
1470,instant_payment,Незабавно плащане,42.57,False,False,0.4554,1.8109,False,0.01858,0.2768,success
1471,card_payment,Картово плащане,50.09,False,False,1.0016,3.1904,False,0.04023,0.9068,success
1472,open_banking,Open Banking плащане,74.8,False,False,0.554,3.8281,False,0.03513,0.9985,success
1473,open_banking,Open Banking плащане,17.3,False,False,0.2665,4.329,False,0.02778,0.1826,success
1474,bank_transfer,Банков превод,35.16,False,False,0.5555,10.7036,False,0.01533,0.1887,success
1475,e_wallet,Електронен портфейл,62.66,False,False,0.9972,2.9736,False,0.0239,0.599,success
1476,instant_payment,Незабавно плащане,96.47,False,False,0.7788,2.5031,False,0.01922,0.649,success
1477,bank_transfer,Банков превод,21.07,False,False,0.5132,9.0673,False,0.02092,0.1543,success
1478,instant_payment,Незабавно плащане,23.67,False,False,0.342,2.6349,False,0.02066,0.1712,success
1479,bank_transfer,Банков превод,26.39,False,False,0.5292,10.8745,False,0.01636,0.1511,success
1480,bank_transfer,Банков превод,77.68,False,False,0.683,10.374,False,0.01406,0.3823,success
1481,open_banking,Open Banking плащане,66.94,False,False,0.5147,3.5754,False,0.03244,0.8252,success
1482,open_banking,Open Banking плащане,17.38,False,False,0.2669,4.7145,False,0.02295,0.1516,success
1483,card_payment,Картово плащане,19.7,False,False,0.4546,2.8716,True,0.02945,0.2611,failed
1484,card_payment,Картово плащане,43.2,True,True,1.596,3.2042,False,0.05585,1.0857,success
1485,e_wallet,Електронен портфейл,10.18,False,False,0.2625,3.0563,False,0.02272,0.0925,success
1486,e_wallet,Електронен портфейл,42.18,False,False,0.7105,3.1015,False,0.03193,0.5387,success
1487,card_payment,Картово плащане,25.32,True,True,1.0596,3.0079,False,0.05664,0.6454,success
1488,card_payment,Картово плащане,74.52,False,False,1.4414,2.6451,False,0.03178,1.0657,success
1489,bank_transfer,Банков превод,19.93,False,False,0.5098,10.0543,False,0.01072,0.0748,success
1490,card_payment,Картово плащане,20.3,False,False,0.4654,2.7453,False,0.03219,0.2941,success
1491,instant_payment,Незабавно плащане,23.46,False,False,0.3408,1.9343,False,0.01726,0.1417,success
1492,e_wallet,Електронен портфейл,9.09,True,True,0.5636,3.0636,False,0.04438,0.1614,success
1493,e_wallet,Електронен портфейл,80.5,False,False,1.247,2.7074,False,0.02238,0.7206,success
1494,bank_transfer,Банков превод,72.91,False,False,0.6687,10.7693,False,0.0106,0.2705,success
1495,instant_payment,Незабавно плащане,13.81,False,False,0.2829,2.4114,False,0.02599,0.1256,success
1496,open_banking,Open Banking плащане,10.39,False,False,0.2319,3.9262,False,0.02861,0.113,success
1497,e_wallet,Електронен портфейл,6.26,True,True,0.4815,3.4947,False,0.04764,0.1193,success
1498,bank_transfer,Банков превод,10.34,False,False,0.481,10.3974,False,0.01465,0.053,success
1499,e_wallet,Електронен портфейл,16.01,True,False,0.5241,2.2562,False,0.03362,0.2153,success
1500,bank_transfer,Банков превод,15.31,False,False,0.4959,9.9569,False,0.01459,0.0782,success
1501,bank_transfer,Банков превод,77.97,False,False,0.6839,9.2049,False,0.01275,0.3479,success
1502,bank_transfer,Банков превод,69.56,False,False,0.6587,9.7189,False,0.01984,0.483,success
1503,card_payment,Картово плащане,18.24,False,False,0.4283,3.0251,False,0.03752,0.308,success
1504,card_payment,Картово плащане,63.07,True,True,2.1921,3.4524,False,0.06306,1.7897,success
1505,e_wallet,Електронен портфейл,8.91,True,False,0.4247,2.5975,False,0.03974,0.1416,success
1506,instant_payment,Незабавно плащане,11.53,False,False,0.2692,2.2172,False,0.0246,0.0993,success
1507,card_payment,Картово плащане,107.56,False,False,2.0361,2.9666,False,0.04018,1.9448,success
1508,instant_payment,Незабавно плащане,21.92,False,False,0.3315,2.1221,False,0.02283,0.1752,success
1509,open_banking,Open Banking плащане,16.24,False,False,0.2612,4.7649,False,0.03557,0.2195,success
1510,bank_transfer,Банков превод,21.54,False,False,0.5146,8.6611,False,0.01837,0.1385,success
1511,bank_transfer,Банков превод,67.31,False,False,0.6519,11.4108,False,0.02175,0.5124,success
1512,open_banking,Open Banking плащане,5.0,False,False,0.205,3.6087,True,0.03014,0.0573,failed
1513,open_banking,Open Banking плащане,40.19,False,False,0.381,3.6493,False,0.02411,0.3682,success
1514,card_payment,Картово плащане,6.53,True,False,0.4175,3.0611,False,0.04697,0.138,success
1515,instant_payment,Незабавно плащане,262.26,False,False,1.7736,2.1407,False,0.01868,1.7147,success
1516,instant_payment,Незабавно плащане,43.35,False,False,0.4601,1.9172,False,0.01931,0.293,success
1517,bank_transfer,Банков превод,43.19,False,False,0.5796,10.4238,False,0.01821,0.2753,success
1518,bank_transfer,Банков превод,5.77,True,False,0.8173,10.8589,False,0.02744,0.0554,success
1519,e_wallet,Електронен портфейл,34.18,False,False,0.5985,2.6067,False,0.01911,0.2613,success
1520,card_payment,Картово плащане,49.77,False,False,0.9959,2.6884,False,0.04336,0.9711,success
1521,bank_transfer,Банков превод,57.55,False,False,0.6227,10.2208,False,0.014,0.282,success
1522,e_wallet,Електронен портфейл,91.12,False,False,1.3957,2.4969,False,0.02442,0.8901,success
1523,card_payment,Картово плащане,14.62,True,False,0.5632,3.4145,False,0.0488,0.3211,success
1524,open_banking,Open Banking плащане,12.24,False,False,0.2412,3.9799,False,0.02993,0.1392,success
1525,open_banking,Open Banking плащане,35.11,False,False,0.3556,4.8713,False,0.03479,0.4642,success
1526,bank_transfer,Банков превод,33.6,False,False,0.5508,9.857,False,0.01416,0.1665,success
1527,bank_transfer,Банков превод,13.17,False,False,0.4895,11.0249,False,0.0163,0.0751,success
1528,open_banking,Open Banking плащане,301.62,False,False,1.6881,3.8409,False,0.03282,3.7617,success
1529,card_payment,Картово плащане,12.29,False,False,0.3212,3.3117,False,0.03751,0.2074,success
1530,bank_transfer,Банков превод,26.97,False,False,0.5309,11.0489,False,0.01284,0.1212,success
1531,open_banking,Open Banking плащане,36.53,False,False,0.3627,4.8584,False,0.03611,0.5013,success
1532,card_payment,Картово плащане,59.55,True,False,1.3719,3.0862,True,0.04652,1.2466,failed
1533,bank_transfer,Банков превод,106.55,False,False,0.7696,9.5386,False,0.01755,0.6545,success
1534,open_banking,Open Banking плащане,20.33,False,False,0.2816,4.676,False,0.02605,0.2012,success
1535,bank_transfer,Банков превод,89.96,False,False,0.7199,9.4488,False,0.0227,0.7147,success
1536,bank_transfer,Банков превод,118.34,True,False,1.155,10.4872,False,0.02815,1.1659,success
1537,instant_payment,Незабавно плащане,10.12,False,False,0.2607,1.8001,False,0.01621,0.0574,success
1538,instant_payment,Незабавно плащане,40.9,False,False,0.4454,2.1779,False,0.02251,0.3222,success
1539,card_payment,Картово плащане,19.49,False,False,0.4508,3.1888,False,0.03032,0.2659,success
1540,bank_transfer,Банков превод,148.74,False,False,0.8962,10.956,False,0.01807,0.9407,success
1541,card_payment,Картово плащане,174.87,True,False,3.4477,3.1976,False,0.04849,3.8158,success
1542,e_wallet,Електронен портфейл,12.88,False,False,0.3003,2.8611,False,0.0292,0.1504,success
1543,open_banking,Open Banking плащане,73.56,False,False,0.5478,4.3837,False,0.03327,0.93,success
1544,card_payment,Картово плащане,91.23,True,False,1.9421,2.9616,True,0.04604,1.8901,failed
1545,card_payment,Картово плащане,32.98,False,False,0.6936,3.4435,False,0.04085,0.6063,success
1546,card_payment,Картово плащане,27.13,False,False,0.5883,2.9789,False,0.03888,0.4747,success
1547,instant_payment,Незабавно плащане,30.01,False,False,0.3801,2.0391,True,0.01851,0.1944,failed
1548,instant_payment,Незабавно плащане,83.56,False,False,0.7014,1.8995,False,0.0208,0.6083,success
1549,card_payment,Картово плащане,9.66,False,False,0.2739,3.3224,False,0.03842,0.167,success
1550,instant_payment,Незабавно плащане,23.46,False,False,0.3408,2.6181,False,0.01907,0.1566,success
1551,card_payment,Картово плащане,25.19,False,False,0.5534,2.9061,False,0.02964,0.336,success
1552,e_wallet,Електронен портфейл,12.4,False,False,0.2936,2.567,False,0.02837,0.1407,success
1553,instant_payment,Незабавно плащане,67.31,False,False,0.6039,1.9647,False,0.01694,0.3991,success
1554,bank_transfer,Банков превод,22.91,False,False,0.5187,9.4774,False,0.01728,0.1386,success
1555,e_wallet,Електронен портфейл,10.82,False,False,0.2715,2.5754,False,0.02867,0.1241,success
1556,open_banking,Open Banking плащане,12.04,False,False,0.2402,4.4837,False,0.02818,0.1289,success
1557,e_wallet,Електронен портфейл,10.76,False,False,0.2706,2.5279,False,0.02169,0.0934,success
1558,bank_transfer,Банков превод,71.8,False,False,0.6654,10.8024,False,0.01981,0.4978,success
1559,bank_transfer,Банков превод,55.91,False,False,0.6177,10.6388,False,0.01579,0.309,success
1560,card_payment,Картово плащане,11.86,False,False,0.3135,2.8841,False,0.03671,0.1959,success
1561,bank_transfer,Банков превод,11.63,False,False,0.4849,8.2513,False,0.01155,0.047,success
1562,e_wallet,Електронен портфейл,18.64,False,False,0.381,2.7092,False,0.02531,0.1887,success
1563,open_banking,Open Banking плащане,24.8,True,False,0.424,4.8546,False,0.03971,0.3742,success
1564,bank_transfer,Банков превод,156.89,False,False,0.9207,10.5294,False,0.01945,1.068,success
1565,e_wallet,Електронен портфейл,15.17,True,True,0.7399,2.6533,False,0.04359,0.2645,success
1566,e_wallet,Електронен портфейл,30.37,False,False,0.5452,2.5561,False,0.02713,0.3296,success
1567,e_wallet,Електронен портфейл,92.76,True,True,2.99,2.1937,False,0.04355,1.6159,success
1568,card_payment,Картово плащане,15.67,False,False,0.3821,3.9796,False,0.03166,0.2233,success
1569,card_payment,Картово плащане,29.09,False,False,0.6236,2.9522,False,0.03204,0.4194,success
1570,instant_payment,Незабавно плащане,16.07,False,False,0.2964,2.3035,False,0.01619,0.0911,success
1571,instant_payment,Незабавно плащане,77.16,False,False,0.663,1.9601,False,0.02216,0.5985,success
1572,instant_payment,Незабавно плащане,15.13,False,False,0.2908,2.2581,False,0.01614,0.0855,success
1573,instant_payment,Незабавно плащане,31.48,False,False,0.3889,2.5337,False,0.01859,0.2048,success
1574,open_banking,Open Banking плащане,11.27,False,False,0.2364,4.2153,False,0.03204,0.1372,success
1575,instant_payment,Незабавно плащане,21.13,False,False,0.3268,1.8328,False,0.02318,0.1714,success
1576,open_banking,Open Banking плащане,35.86,False,False,0.3593,4.7783,False,0.03927,0.5351,success
1577,e_wallet,Електронен портфейл,11.12,True,False,0.4557,2.8141,False,0.03828,0.1703,success
1578,card_payment,Картово плащане,29.8,False,False,0.6364,3.3062,False,0.04213,0.565,success
1579,card_payment,Картово плащане,95.11,False,False,1.812,3.7105,False,0.0341,1.4595,success
1580,card_payment,Картово плащане,57.16,False,False,1.1289,3.2709,False,0.03273,0.8419,success
1581,card_payment,Картово плащане,8.85,False,False,0.2593,2.6683,False,0.03207,0.1277,success
1582,bank_transfer,Банков превод,37.79,False,False,0.5634,9.7892,False,0.01514,0.2002,success
1583,card_payment,Картово плащане,93.95,False,False,1.7911,2.4671,False,0.03754,1.5871,success
1584,e_wallet,Електронен портфейл,29.98,False,False,0.5397,3.124,False,0.02189,0.2625,success
1585,e_wallet,Електронен портфейл,23.07,True,False,0.623,2.6099,False,0.03707,0.3421,success
1586,instant_payment,Незабавно плащане,22.93,False,False,0.3376,2.1305,False,0.0196,0.1573,success
1587,instant_payment,Незабавно плащане,70.97,True,False,0.7758,2.2665,False,0.03562,0.8848,success
1588,card_payment,Картово плащане,31.52,False,False,0.6674,3.1809,False,0.03128,0.4437,success
1589,e_wallet,Електронен портфейл,13.1,False,False,0.3034,2.5048,False,0.024,0.1258,success
1590,e_wallet,Електронен портфейл,45.02,False,False,0.7503,2.3368,False,0.01907,0.3434,success
1591,e_wallet,Електронен портфейл,5.05,False,False,0.1907,3.1252,False,0.02374,0.048,success
1592,bank_transfer,Банков превод,10.76,True,True,0.9399,10.1003,False,0.03487,0.1313,success
1593,bank_transfer,Банков превод,23.03,False,False,0.5191,10.344,False,0.01921,0.1548,success
1594,instant_payment,Незабавно плащане,20.63,False,False,0.3238,2.3908,False,0.01819,0.1313,success
1595,e_wallet,Електронен портфейл,33.87,False,False,0.5942,3.0441,False,0.02966,0.4018,success
1596,e_wallet,Електронен портфейл,52.79,False,False,0.8591,2.4635,False,0.02169,0.458,success
1597,instant_payment,Незабавно плащане,44.41,False,False,0.4665,1.8077,False,0.01789,0.2781,success
1598,e_wallet,Електронен портфейл,68.66,False,False,1.0812,2.559,False,0.02296,0.6306,success
1599,e_wallet,Електронен портфейл,87.45,False,False,1.3443,2.1878,False,0.02579,0.9021,success
1600,e_wallet,Електронен портфейл,109.99,False,False,1.6599,2.8419,False,0.02486,1.0937,success
1601,open_banking,Open Banking плащане,6.74,False,False,0.2137,5.0944,False,0.03297,0.0844,success
1602,card_payment,Картово плащане,81.72,False,False,1.571,3.004,False,0.041,1.5077,success
1603,e_wallet,Електронен портфейл,43.37,True,False,0.9072,2.4569,False,0.0305,0.5291,success
1604,instant_payment,Незабавно плащане,49.05,False,False,0.4943,2.3529,False,0.02024,0.3475,success
1605,card_payment,Картово плащане,10.17,True,True,0.6051,3.3329,False,0.05958,0.2727,success
1606,e_wallet,Електронен портфейл,22.75,True,False,0.6185,2.9326,False,0.04394,0.3999,success
1607,instant_payment,Незабавно плащане,43.08,False,False,0.4585,2.044,True,0.02049,0.3089,failed
1608,bank_transfer,Банков превод,51.22,False,False,0.6037,10.0385,False,0.01673,0.2999,success
1609,e_wallet,Електронен портфейл,43.54,True,False,0.9096,2.6397,False,0.04352,0.7579,success
1610,card_payment,Картово плащане,55.52,False,False,1.0994,3.081,False,0.02957,0.7388,success
1611,card_payment,Картово плащане,46.71,False,False,0.9408,3.4354,False,0.0409,0.8597,success
1612,card_payment,Картово плащане,128.17,False,False,2.4071,3.0257,False,0.03541,2.0423,success
1613,bank_transfer,Банков превод,101.66,False,False,0.755,9.1877,False,0.01501,0.5341,success
1614,card_payment,Картово плащане,116.47,False,False,2.1965,2.9924,True,0.03725,1.9523,failed
1615,instant_payment,Незабавно плащане,46.68,False,False,0.4801,1.8939,False,0.01873,0.306,success
1616,instant_payment,Незабавно плащане,11.82,False,False,0.2709,2.2708,False,0.02907,0.1203,success
1617,card_payment,Картово плащане,27.04,False,False,0.5867,3.6984,False,0.03462,0.4213,success
1618,instant_payment,Незабавно плащане,91.62,False,False,0.7497,2.1093,False,0.01134,0.3636,success
1619,bank_transfer,Банков превод,24.13,False,False,0.5224,9.4141,False,0.01264,0.1068,success
1620,open_banking,Open Banking плащане,40.37,False,False,0.3819,3.8349,False,0.02797,0.4291,success
1621,card_payment,Картово плащане,15.32,False,False,0.3758,3.0689,False,0.03355,0.2313,success
1622,bank_transfer,Банков превод,98.4,False,False,0.7452,10.8934,False,0.01829,0.6299,success
1623,instant_payment,Незабавно плащане,28.21,False,False,0.3693,2.3128,False,0.01882,0.1858,success
1624,open_banking,Open Banking плащане,79.63,False,False,0.5781,5.8828,False,0.02696,0.8158,success
1625,e_wallet,Електронен портфейл,123.83,False,False,1.8536,2.9096,False,0.02119,1.0496,success
1626,card_payment,Картово плащане,54.3,False,False,1.0774,2.8176,False,0.03114,0.7609,success
1627,instant_payment,Незабавно плащане,44.14,False,False,0.4648,1.9565,False,0.02064,0.3189,success
1628,instant_payment,Незабавно плащане,52.91,False,False,0.5175,2.4289,False,0.01948,0.3607,success
1629,bank_transfer,Банков превод,44.89,True,False,0.9347,11.1095,False,0.02925,0.4596,success
1630,e_wallet,Електронен портфейл,5.0,False,False,0.19,2.3341,False,0.02945,0.0589,success
1631,bank_transfer,Банков превод,89.41,False,False,0.7182,11.1874,False,0.01888,0.5908,success
1632,instant_payment,Незабавно плащане,15.86,False,False,0.2952,1.9964,False,0.02306,0.128,success
1633,open_banking,Open Banking плащане,25.85,False,False,0.3093,4.3588,False,0.02712,0.2664,success
1634,card_payment,Картово плащане,21.56,True,False,0.6881,2.7981,False,0.04686,0.4546,success
1635,bank_transfer,Банков превод,20.3,False,False,0.5109,9.705,False,0.01718,0.1221,success
1636,instant_payment,Незабавно плащане,65.2,False,False,0.5912,2.1528,False,0.01882,0.4295,success
1637,e_wallet,Електронен портфейл,12.64,True,False,0.477,2.4984,False,0.03951,0.1998,success
1638,bank_transfer,Банков превод,67.72,False,False,0.6532,11.6641,False,0.01971,0.4672,success
1639,instant_payment,Незабавно плащане,35.94,False,False,0.4156,1.9953,False,0.0244,0.3069,success
1640,bank_transfer,Банков превод,14.6,True,False,0.8438,10.5925,True,0.02815,0.1438,failed
1641,e_wallet,Електронен портфейл,30.5,True,True,1.1845,3.2502,False,0.04635,0.5655,success
1642,e_wallet,Електронен портфейл,16.68,False,False,0.3535,2.5553,False,0.03034,0.2024,success
1643,e_wallet,Електронен портфейл,172.64,False,False,2.537,2.9926,False,0.02669,1.8431,success
1644,instant_payment,Незабавно плащане,16.15,False,False,0.2969,1.996,False,0.0144,0.0814,success
1645,open_banking,Open Banking плащане,94.49,False,False,0.6524,3.7295,False,0.03303,1.186,success
1646,instant_payment,Незабавно плащане,46.53,False,False,0.4792,2.4241,False,0.02121,0.3454,success
1647,instant_payment,Незабавно плащане,5.0,False,False,0.23,2.0833,False,0.01813,0.0317,success
1648,open_banking,Open Banking плащане,26.73,True,False,0.4336,4.3304,False,0.03944,0.4006,success
1649,bank_transfer,Банков превод,17.31,False,False,0.5019,9.572,False,0.01691,0.1024,success
1650,card_payment,Картово плащане,13.05,False,False,0.3349,3.1432,False,0.03459,0.2031,success
1651,card_payment,Картово плащане,54.18,False,False,1.0752,3.4942,False,0.03961,0.9657,success
1652,card_payment,Картово плащане,26.6,False,False,0.5788,3.4371,False,0.04159,0.4978,success
1653,open_banking,Open Banking плащане,26.79,False,False,0.3139,4.0433,False,0.03028,0.3083,success
1654,open_banking,Open Banking плащане,25.04,False,False,0.3052,3.7933,False,0.02759,0.2625,success
1655,card_payment,Картово плащане,21.02,False,False,0.4784,2.8906,False,0.04044,0.3825,success
1656,e_wallet,Електронен портфейл,14.71,False,False,0.3259,2.3362,False,0.02391,0.1407,success
1657,card_payment,Картово плащане,130.26,True,True,4.2078,2.9277,False,0.05522,3.2368,success
1658,e_wallet,Електронен портфейл,12.2,True,False,0.4708,2.661,False,0.03919,0.1912,success
1659,card_payment,Картово плащане,48.72,False,False,0.977,3.1983,False,0.04065,0.8912,success
1660,card_payment,Картово плащане,52.13,False,False,1.0383,3.3304,False,0.04042,0.9482,success
1661,instant_payment,Незабавно плащане,87.17,True,False,0.873,2.1553,False,0.02986,0.911,success
1662,card_payment,Картово плащане,129.93,False,False,2.4387,3.1653,False,0.03423,2.0014,success
1663,card_payment,Картово плащане,10.64,True,True,0.6192,2.7284,False,0.06124,0.2932,success
1664,instant_payment,Незабавно плащане,15.58,False,False,0.2935,2.5509,False,0.02612,0.1424,success
1665,instant_payment,Незабавно плащане,11.07,False,False,0.2664,1.5366,False,0.01979,0.0767,success
1666,bank_transfer,Банков превод,82.37,False,False,0.6971,9.8082,False,0.02369,0.683,success
1667,bank_transfer,Банков превод,32.5,False,False,0.5475,10.7106,False,0.02096,0.2384,success
1668,instant_payment,Незабавно плащане,22.33,False,False,0.334,2.0678,False,0.02716,0.2123,success
1669,card_payment,Картово плащане,57.44,False,False,1.1339,2.4943,False,0.03702,0.9569,success
1670,card_payment,Картово плащане,10.48,False,False,0.2886,3.0265,False,0.03872,0.1826,success
1671,card_payment,Картово плащане,34.94,False,False,0.7289,2.9113,False,0.03484,0.5478,success
1672,e_wallet,Електронен портфейл,30.45,False,False,0.5463,2.6854,False,0.03046,0.371,success
1673,bank_transfer,Банков превод,83.72,False,False,0.7012,8.1551,False,0.01739,0.5096,success
1674,e_wallet,Електронен портфейл,72.92,True,True,2.4147,2.2149,False,0.05217,1.5217,success
1675,bank_transfer,Банков превод,188.07,False,False,1.0142,12.0817,False,0.02447,1.6107,success
1676,instant_payment,Незабавно плащане,31.04,False,False,0.3862,2.5044,False,0.01812,0.1969,success
1677,bank_transfer,Банков превод,5.93,True,True,0.8771,11.0462,False,0.04058,0.0842,success
1678,bank_transfer,Банков превод,42.22,False,False,0.5767,11.2767,False,0.01751,0.2587,success
1679,card_payment,Картово плащане,22.17,False,False,0.4991,3.2583,False,0.03914,0.3905,success
1680,e_wallet,Електронен портфейл,13.65,False,False,0.3111,2.578,False,0.02976,0.1625,success
1681,bank_transfer,Банков превод,192.8,True,False,1.3784,10.6977,False,0.03359,2.2667,success
1682,card_payment,Картово плащане,33.5,False,False,0.703,3.5396,False,0.03559,0.5365,success
1683,card_payment,Картово плащане,108.23,False,False,2.0481,3.5265,False,0.03739,1.821,success
1684,card_payment,Картово плащане,43.66,False,False,0.8859,4.0323,False,0.03956,0.7772,success
1685,card_payment,Картово плащане,108.93,True,False,2.2607,3.0513,False,0.05068,2.4843,success
1686,e_wallet,Електронен портфейл,84.02,False,False,1.2963,2.4091,False,0.03144,1.0566,success
1687,open_banking,Open Banking плащане,17.57,False,False,0.2678,4.8567,False,0.03795,0.2534,success
1688,instant_payment,Незабавно плащане,25.56,False,False,0.3534,2.5976,False,0.01961,0.1754,success
1689,bank_transfer,Банков превод,17.02,False,False,0.5011,9.6759,False,0.0191,0.1138,success
1690,card_payment,Картово плащане,78.73,False,False,1.5171,3.3769,False,0.03675,1.302,success
1691,bank_transfer,Банков превод,27.91,False,False,0.5337,10.7534,False,0.01758,0.1717,success
1692,card_payment,Картово плащане,63.95,False,False,1.2511,3.02,False,0.04378,1.2599,success
1693,instant_payment,Незабавно плащане,75.03,False,False,0.6502,2.353,False,0.02063,0.5418,success
1694,open_banking,Open Banking плащане,16.42,False,False,0.2621,3.2129,False,0.03026,0.1888,success
1695,open_banking,Open Banking плащане,14.99,False,False,0.255,4.3409,False,0.02711,0.1544,success
1696,instant_payment,Незабавно плащане,278.2,False,False,1.8692,2.915,False,0.0312,3.0379,success
1697,card_payment,Картово плащане,5.0,False,False,0.19,3.5238,False,0.03631,0.0817,success
1698,bank_transfer,Банков превод,24.21,False,False,0.5226,9.4544,False,0.01979,0.1677,success
1699,bank_transfer,Банков превод,37.21,False,False,0.5616,9.3729,False,0.01305,0.17,success
